IES,Semestre,Materia,Disciplina,Ementa,,,
IA,2,fisiologia humana,Fisiologia Sistêmica Humana Integrada,"Análise da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com enfoque na interação com o sistema estomatognático para as atividades de mastigação, fala e deglutição.",212,,
IA,2,fisiologia humana,Fisiologia Integrada dos Sistemas do Corpo,"Exploração da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com ênfase na integração com o sistema estomatognático para as funções de mastigação, fala e deglutição.",212,,
IA,2,fisiologia humana,Fisiologia Funcional Integrada do Corpo Humano,"Estudo da fisiologia integrada dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, e sua relação com o sistema estomatognático para as atividades de mastigação, fala e deglutição.",210,,
IA,2,fisiologia humana,Fisiologia Sistêmica e Integrada,"Análise da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, considerando a interação com o sistema estomatognático para as funções de mastigação, fala e deglutição.",209,,
IA,2,fisiologia humana,Fisiologia Humana para Enfermagem: Desvendando os Mistérios do Corpo,"Mergulhe no fascinante mundo da fisiologia humana com foco na prática da enfermagem. Explore os sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, desvendando seus mecanismos de funcionamento e sua importância para a saúde do paciente.",263,,
IA,2,fisiologia humana,Fisiologia do Sistema Nervoso para Enfermeiros: Controlando o Corpo e a Mente,"Domine o conhecimento do sistema nervoso e sua relação com a prática da enfermagem. Abordagem detalhada da anatomia, fisiologia e patologia do sistema nervoso, com foco na avaliação, no diagnóstico e no tratamento de distúrbios neurológicos e na promoção da saúde neurológica do paciente.",288,,
IA,2,fisiologia humana,Fisiologia do Sistema Endócrino para Enfermeiros: Hormônios em Ação,"Desvende os segredos do sistema endócrino e sua influência na saúde do paciente. Explore as glândulas endócrinas, seus hormônios e suas funções, com foco na avaliação, no diagnóstico e no tratamento de distúrbios endócrinos e na promoção do equilíbrio hormonal do paciente.",273,,
IA,2,fisiologia humana,Fisiologia do Sistema Digestório para Enfermeiros: A Jornada dos Alimentos,"Aprofunde seus conhecimentos sobre o sistema digestório e sua relevância na prática da enfermagem. Explore a anatomia, fisiologia e patologia do sistema digestório, com foco na avaliação, no diagnóstico e no tratamento de distúrbios digestivos e na promoção da saúde digestiva do paciente.",289,,
IA,2,fisiologia humana,Fisiologia do Sistema Cardiovascular para Enfermeiros: O Coração em Ação,"Domine os mecanismos do sistema cardiovascular e sua importância para a saúde do paciente. Explore a anatomia, fisiologia e patologia do sistema cardiovascular, com foco na avaliação, no diagnóstico e no tratamento de doenças cardíacas e na promoção da saúde cardiovascular do paciente.",286,,
IA,2,fisiologia humana,Fisiologia do Sistema Respiratório para Enfermeiros: A Respiração da Vida,"Desvende os mistérios do sistema respiratório e sua relação com a prática da enfermagem. Explore a anatomia, fisiologia e patologia do sistema respiratório, com foco na avaliação, no diagnóstico e no tratamento de doenças respiratórias e na promoção da saúde respiratória do paciente.",284,,
IA,2,fisiologia humana,Fisiologia do Sistema Renal para Enfermeiros: Os Rins em Ação,"Aprofunde seus conhecimentos sobre o sistema renal e sua importância para a saúde do paciente. Explore a anatomia, fisiologia e patologia do sistema renal, com foco na avaliação, no diagnóstico e no tratamento de doenças renais e na promoção da saúde renal do paciente.",269,,
IA,2,fisiologia humana,"Fisiologia do Sistema Estomatognático para Enfermeiros: Boca, Dentes e Saúde","Domine a fisiologia do sistema estomatognático e sua relevância na prática da enfermagem. Explore a anatomia, fisiologia e patologia da boca, dentes e estruturas associadas, com foco na avaliação, no diagnóstico e no tratamento de distúrbios orofaciais e na promoção da saúde bucal do paciente.",294,,
IA,2,fisiologia humana,Fisiologia da Mastigação para Enfermeiros: Triturando os Alimentos,"Aprofunde seus conhecimentos sobre a fisiologia da mastigação e sua importância para a saúde do paciente. Explore os mecanismos da mastigação, desde a anatomia dos músculos mastigatórios até a digestão inicial dos alimentos, com foco na avaliação, no diagnóstico e no tratamento de distúrbios da mastigação e na promoção da saúde mastigatória do paciente.",355,,
IA,2,fisiologia humana,Fisiologia da Fala para Enfermeiros: A Voz que Comunica,"Domine a fisiologia da fala e sua relevância na prática da enfermagem. Explore a anatomia e fisiologia dos órgãos da fala, a produção da voz e a articulação da linguagem, com foco na avaliação, no diagnóstico e no tratamento de distúrbios da fala e na promoção da saúde vocal do paciente.",288,,
IA,2,fisiologia humana,Fisiologia da Deglutição para Enfermeiros: Engolindo com Segurança,"Aprofunde seus conhecimentos sobre a fisiologia da deglutição e sua importância para a saúde do paciente. Explore os mecanismos da deglutição, desde a fase oral até a fase esofágica, com foco na avaliação, no diagnóstico e no tratamento de distúrbios",250,,
IA,2,fisiologia humana,Fisiologia Humana para Enfermagem,"Estudo da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com foco nas aplicações práticas para a enfermagem, incluindo a fisiologia do sistema estomatognático.",206,,
IA,2,fisiologia humana,Fisiologia Sistêmica em Enfermagem,"Análise da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com ênfase nos aspectos relevantes para a prática da enfermagem, incluindo o sistema estomatognático.",206,,
IA,2,fisiologia humana,Fisiologia Clínica em Enfermagem,"Exploração da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, aplicada ao contexto clínico da enfermagem, abordando também o sistema estomatognático.",195,,
IA,2,fisiologia humana,Bases de Fisiologia para Enfermagem,"Estudo das bases fisiológicas dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com enfoque nas aplicações práticas para o cuidado de enfermagem, incluindo o sistema estomatognático.",215,,
IA,2,fisiologia humana,Fisiologia Aplicada à Enfermagem,"Análise da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com ênfase nas implicações para a prática de enfermagem, abordando também o sistema estomatognático.",205,,
IA,2,fisiologia humana,Fisiologia Clínica Aplicada em Enfermagem,"Exploração da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com foco nas aplicações clínicas para a enfermagem, incluindo o sistema estomatognático.",196,,
IA,2,fisiologia humana,Fisiologia Sistêmica para Enfermagem,"Estudo da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com ênfase nos aspectos relevantes para a prática profissional em enfermagem, incluindo o sistema estomatognático.",218,,
IA,2,fisiologia humana,Fisiologia Básica em Enfermagem,"Análise das bases fisiológicas dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com enfoque nas aplicações para o cuidado de enfermagem, abordando o sistema estomatognático.",207,,
IA,2,fisiologia humana,Fisiologia Clínica em Cuidados de Enfermagem,"Exploração da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, aplicada aos cuidados clínicos de enfermagem, incluindo o sistema estomatognático.",190,,
IA,2,fisiologia humana,Fisiologia dos Sistemas para Enfermagem,"Estudo da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com ênfase nas implicações para a prática profissional de enfermagem, incluindo o sistema estomatognático.",210,,
IA,2,fisiologia humana,Fisiologia Integrada para Enfermagem,"Análise da fisiologia integrada dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com foco nas aplicações práticas para a enfermagem, abordando o sistema estomatognático.",203,,
IA,2,fisiologia humana,Fisiologia Clínica para Enfermagem,"Exploração da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, aplicada ao contexto clínico da enfermagem, com enfoque também no sistema estomatognático.",198,,
IA,2,fisiologia humana,Fisiologia Aplicada em Cuidados de Enfermagem,"Estudo da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com ênfase nas aplicações para os cuidados prestados pela enfermagem, incluindo o sistema estomatognático.",210,,
IA,2,fisiologia humana,Bases de Fisiologia para Cuidados de Enfermagem,"Análise das bases fisiológicas dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, com enfoque nas implicações para os cuidados de enfermagem, incluindo o sistema estomatognático.",210,,
IA,2,fisiologia humana,Fisiologia Clínica em Prática de Enfermagem,"Exploração da fisiologia dos sistemas nervoso, endócrino, digestório, cardiovascular, respiratório e renal, aplicada à prática clínica da enfermagem, abordando também o sistema estomatognático.",193,,
